InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
Q07666	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q07864	Q9NRI5	intact	2	2	1	31413325
Q07866	Q9NRI5	intact	2	2	1	31413325
Q08209	Q9NRI5	intact	2	2	1	31413325
Q08378	Q9NRI5	intact	2	2	1	31413325
Q08379	Q9NRI5	intact	2	2	1	31413325
Q12756	Q9NRI5	intact	2	2	1	31413325
Q12766	Q9NRI5	intact	2	2	1	31413325
Q12860	Q9NRI5	intact	2	2	1	31413325
Q12923	Q9NRI5	intact	2	2	1	31413325
Q12934	Q9NRI5	intact	2	2	1	31413325
Q12955	Q9NRI5	intact	2	2	1	31413325
Q13023	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q13099	Q9NRI5	intact	2	2	1	31413325
Q13114	Q9NRI5	intact	2	2	1	31413325
Q13177	Q9NRI5	intact	2	2	1	31413325
Q13200	Q9NRI5	intact	2	2	1	31413325
Q13303	Q9NRI5	intact	2	2	1	31413325
Q13474	Q9NRI5	intact	2	2	1	31413325
Q13509	Q9NRI5	intact	2	2	1	31413325
Q13614	Q9NRI5	intact	2	2	1	31413325
Q13620	Q9NRI5	intact	2	2	1	31413325
Q13796	Q9NRI5	intact	2	2	1	31413325
Q14004	Q9NRI5	intact	2	2	1	31413325
Q14134	Q9NRI5	intact	1	1	1	unassigned1304
Q14139	Q9NRI5	intact	2	2	1	31413325
Q14166	Q9NRI5	intact	2	2	1	31413325
Q14202	Q9NRI5	intact	2	2	1	31413325
Q14241	Q9NRI5	intact	2	2	1	31413325
Q14457	Q9NRI5	intact	2	2	1	31413325
Q14515	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q14643	Q9NRI5	intact	2	2	1	31413325
Q14669	Q9NRI5	intact	2	2	1	31413325
Q14764	Q9NRI5	Biogrid	1	1	1	24722188
Q14974	Q9NRI5	intact	2	2	1	31413325
Q14980	Q9NRI5	intact	2	2	1	31413325
Q14995	Q9NRI5	intact	2	2	1	31413325
Q15042	Q9NRI5	intact	2	2	1	31413325
Q15047	Q9NRI5	intact	2	2	1	31413325
Q15185	Q9NRI5	intact	2	2	1	31413325
Q15392	Q9NRI5	intact	2	2	1	31413325
Q15438	Q9NRI5	intact	2	2	1	31413325
Q155Q3	Q9NRI5	intact	2	2	1	31413325
Q15643	Q9NRI5	intact	2	2	1	31413325
Q15777	Q9NRI5	intact	2	2	1	31413325
Q15910	Q9NRI5	intact	2	2	1	31413325
Q16181	Q9NRI5	intact	2	2	1	31413325
Q16623	Q9NRI5	intact	2	2	1	31413325
Q1RMZ1	Q9NRI5	intact	2	2	1	31413325
Q2TAC2	Q9NRI5	intact	1	1	2	"unassigned1304, 31413325"
Q2TAL8	Q9NRI5	intact	2	2	1	31413325
Q3B7T1	Q9NRI5	intact	2	2	1	31413325
Q3V6T2	Q9NRI5	"intact, Biogrid"	1	1	2	"17043677, 31413325"
Q4G0X9	Q9NRI5	intact	2	2	1	31413325
Q52LJ0	Q9NRI5	intact	2	2	1	31413325
Q5JVL4	Q9NRI5	intact	2	2	1	31413325
Q5JY77	Q9NRI5	intact	2	2	1	31413325
Q5T4S7	Q9NRI5	intact	2	2	1	31413325
Q5T8P6	Q9NRI5	intact	2	2	1	31413325
Q5TB80	Q9NRI5	intact	2	2	1	31413325
Q5TF21	Q9NRI5	intact	2	2	1	31413325
Q5VT06	Q9NRI5	intact	2	2	1	31413325
Q5VT25	Q9NRI5	intact	2	2	1	31413325
Q5VU43	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q5VV63	Q9NRI5	intact	2	2	1	31413325
Q5W0Q7	Q9NRI5	intact	2	2	1	31413325
Q5W5X9	Q9NRI5	intact	1	1	1	unassigned1304
Q6IPM2	Q9NRI5	intact	2	2	1	31413325
Q6IQ19	Q9NRI5	intact	2	2	1	31413325
Q6IQ20	Q9NRI5	intact	2	2	1	31413325
Q6MZT1	Q9NRI5	intact	2	2	1	31413325
Q6N022	Q9NRI5	intact	2	2	1	31413325
Q6NUQ1	Q9NRI5	intact	2	2	1	31413325
Q6PD62	Q9NRI5	intact	2	2	1	31413325
Q6PI77	Q9NRI5	intact	2	2	1	31413325
Q6UB98	Q9NRI5	intact	2	2	1	31413325
Q6WCQ1	Q9NRI5	intact	2	2	1	31413325
Q6ZMI0	Q9NRI5	intact	2	2	1	31413325
Q6ZTA4	Q9NRI5	intact	2	2	1	31413325
Q70CQ2	Q9NRI5	intact	2	2	1	31413325
Q70YC4	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q71U36	Q9NRI5	intact	2	2	1	31413325
Q75QN2	Q9NRI5	intact	2	2	1	31413325
Q76KP1	Q9NRI5	intact	2	2	1	31413325
Q7L099	Q9NRI5	intact	2	2	1	31413325
Q7L5N1	Q9NRI5	intact	2	2	1	31413325
Q7L8J4	Q9NRI5	intact	2	2	1	31413325
Q7L8L6	Q9NRI5	intact	2	2	1	31413325
Q7RTP6	Q9NRI5	intact	2	2	1	31413325
Q7Z3E2	Q9NRI5	intact	2	2	1	31413325
Q7Z408	Q9NRI5	intact	2	2	1	31413325
Q7Z460	Q9NRI5	intact	2	2	1	31413325
Q7Z4Q2	Q9NRI5	intact	2	2	1	31413325
Q7Z4T9	Q9NRI5	intact	2	2	1	31413325
Q7Z699	Q9NRI5	intact	2	2	1	31413325
Q7Z6Z7	Q9NRI5	intact	2	2	1	31413325
Q7Z7A1	Q9NRI5	intact	2	2	1	31413325
Q86TG7	Q9NRI5	intact	2	2	1	31413325
Q86VV8	Q9NRI5	intact	2	2	1	31413325
Q86VW0	Q9NRI5	intact	2	2	1	31413325
Q86WG5	Q9NRI5	intact	2	2	1	31413325
Q86XK2	Q9NRI5	intact	2	2	1	31413325
Q86XZ4	Q9NRI5	intact	2	2	1	31413325
Q86YR7	Q9NRI5	intact	2	2	1	31413325
Q8IUD2	Q9NRI5	intact	2	2	1	31413325
Q8IUQ4	Q9NRI5	intact	2	2	1	31413325
Q8IVF4	Q9NRI5	intact	2	2	1	31413325
Q8IVF5	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q8IWU2	Q9NRI5	intact	2	2	1	31413325
Q8IWZ3	Q9NRI5	intact	1	1	1	12812986
Q8IZ52	Q9NRI5	intact	2	2	1	31413325
Q8N3C0	Q9NRI5	intact	2	2	1	31413325
Q8N3P4	Q9NRI5	intact	2	2	1	31413325
Q8N4C8	Q9NRI5	intact	2	2	1	31413325
Q8N5U6	Q9NRI5	intact	2	2	1	31413325
Q8N8B7	Q9NRI5	intact	1	1	1	unassigned1304
Q8NB12	Q9NRI5	intact	1	1	1	unassigned1304
Q8NBB4	Q9NRI5	intact	2	2	1	31413325
Q8NBF6	Q9NRI5	intact	2	2	1	31413325
Q8NCW6	Q9NRI5	intact	2	2	1	31413325
Q8ND90	Q9NRI5	intact	2	2	1	31413325
Q8NEK5	Q9NRI5	intact	2	2	1	31413325
Q8NEY1	Q9NRI5	intact	2	2	1	31413325
Q8NF64	Q9NRI5	intact	2	2	1	31413325
Q8NFA0	Q9NRI5	intact	2	2	1	31413325
Q8NFZ0	Q9NRI5	intact	2	2	1	31413325
Q8NHQ1	Q9NRI5	intact	2	2	1	31413325
Q8NHY3	Q9NRI5	intact	1	1	1	unassigned1304
Q8TAB5	Q9NRI5	intact	2	2	1	31413325
Q8TBA6	Q9NRI5	intact	2	2	1	31413325
Q8TC07	Q9NRI5	intact	2	2	1	31413325
Q8TCD5	Q9NRI5	intact	2	2	1	31413325
Q8TCU4	Q9NRI5	intact	2	2	1	31413325
Q8TDJ6	Q9NRI5	intact	2	2	1	31413325
Q8TDY2	Q9NRI5	intact	2	2	1	31413325
Q8TEY7	Q9NRI5	intact	2	2	1	31413325
Q8WUA4	Q9NRI5	intact	2	2	1	31413325
Q8WVM7	Q9NRI5	intact	2	2	1	31413325
Q8WX92	Q9NRI5	intact	2	2	1	31413325
Q8WXA3	Q9NRI5	intact	2	2	1	31413325
Q8WXF1	Q9NRI5	"intact, Biogrid"	1	1	3	"unassigned1304, 31413325, 29961565"
Q8WXH0	Q9NRI5	intact	2	2	1	31413325
Q8WXI9	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q8WYH8	Q9NRI5	intact	2	2	1	31413325
Q92574	Q9NRI5	intact	2	2	1	31413325
Q92598	Q9NRI5	intact	2	2	1	31413325
Q92609	Q9NRI5	intact	2	2	1	31413325
Q92782	Q9NRI5	intact	2	2	1	31413325
Q92802	Q9NRI5	intact	2	2	1	31413325
Q92841	Q9NRI5	intact	2	2	1	31413325
Q92905	Q9NRI5	intact	2	2	1	31413325
Q92973	Q9NRI5	intact	2	2	1	31413325
Q969H0	Q9NRI5	Biogrid	1	1	1	28727686
Q969K4	Q9NRI5	intact	2	2	1	31413325
Q96A65	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q96AC1	Q9NRI5	intact	2	2	1	31413325
Q96BY2	Q9NRI5	intact	2	2	1	31413325
Q96BZ8	Q9NRI5	intact	1	1	1	unassigned1304
Q96C45	Q9NRI5	intact	2	2	1	31413325
Q96CN9	Q9NRI5	intact	1	1	1	unassigned1304
Q96F07	Q9NRI5	intact	2	2	1	31413325
Q96FA3	Q9NRI5	intact	2	2	1	31413325
Q96FV9	Q9NRI5	intact	2	2	1	31413325
Q96G25	Q9NRI5	intact	2	2	1	31413325
Q96HC4	Q9NRI5	intact	2	2	1	31413325
Q96KP1	Q9NRI5	intact	2	2	1	31413325
Q96M27	Q9NRI5	intact	2	2	1	31413325
Q96N67	Q9NRI5	intact	2	2	1	31413325
Q96NK8	Q9NRI5	intact	2	2	1	31413325
Q96P70	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q96PE3	Q9NRI5	intact	2	2	1	31413325
Q96PV0	Q9NRI5	intact	2	2	1	31413325
Q96PY5	Q9NRI5	intact	2	2	1	31413325
Q96Q15	Q9NRI5	intact	2	2	1	31413325
Q96Q35	Q9NRI5	intact	1	1	1	unassigned1304
Q96QB1	Q9NRI5	intact	2	2	1	31413325
Q96QK1	Q9NRI5	intact	2	2	1	31413325
Q96R06	Q9NRI5	intact	2	2	1	31413325
Q96RY7	Q9NRI5	intact	2	2	1	31413325
Q96S59	Q9NRI5	"intact, Biogrid, Hprd"	1	1	2	"12812986, 31413325"
Q96ST8	Q9NRI5	intact	2	2	1	31413325
Q99460	Q9NRI5	intact	2	2	1	31413325
Q99496	Q9NRI5	intact	2	2	1	31413325
Q99519	Q9NRI5	intact	2	2	1	31413325
Q99570	Q9NRI5	intact	2	2	1	31413325
Q99627	Q9NRI5	intact	2	2	1	31413325
Q99666	Q9NRI5	intact	2	2	1	31413325
Q99698	Q9NRI5	intact	2	2	1	31413325
Q9BQI3	Q9NRI5	intact	2	2	1	31413325
Q9BRP1	Q9NRI5	intact	2	2	1	31413325
Q9BSK4	Q9NRI5	intact	2	2	1	31413325
Q9BSL1	Q9NRI5	intact	2	2	1	31413325
Q9BUI4	Q9NRI5	intact	1	1	1	unassigned1304
Q9BUZ4	Q9NRI5	intact	1	1	1	unassigned1304
Q9BV35	Q9NRI5	intact	2	2	1	31413325
Q9BVA1	Q9NRI5	intact	2	2	1	31413325
Q9BX70	Q9NRI5	intact	2	2	1	31413325
Q9BXC9	Q9NRI5	intact	2	2	1	31413325
Q9BY66	Q9NRI5	intact	2	2	1	31413325
Q9BZF9	Q9NRI5	intact	2	2	1	31413325
Q9BZQ6	Q9NRI5	intact	2	2	1	31413325
Q9C093	Q9NRI5	intact	2	2	1	31413325
Q9C099	Q9NRI5	intact	2	2	1	31413325
Q9C0H6	Q9NRI5	intact	2	2	1	31413325
Q9C0I1	Q9NRI5	intact	2	2	1	31413325
Q9GZM8	Q9NRI5	"intact, Dip, Biogrid, Hprd"	1	1	9	"12812986, 17043677, unassigned1304, 28514442, 31413325, 20880836, 12506198, 14962739, 29961565"
Q9GZS3	Q9NRI5	intact	2	2	1	31413325
Q9GZT4	Q9NRI5	Biogrid	2	2	1	22801410
Q9GZT6	Q9NRI5	intact	2	2	1	31413325
Q9H0C5	Q9NRI5	intact	2	2	1	31413325
Q9H0J4	Q9NRI5	intact	2	2	1	31413325
Q9H0M0	Q9NRI5	intact	2	2	1	31413325
Q9H1H9	Q9NRI5	intact	2	2	1	31413325
Q9H1K0	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q9H2U1	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q9H2X6	Q9NRI5	intact	2	2	1	31413325
Q9H4B6	Q9NRI5	intact	2	2	1	31413325
Q9H583	Q9NRI5	intact	2	2	1	31413325
Q9H6S0	Q9NRI5	intact	2	2	1	31413325
Q9H799	Q9NRI5	intact	2	2	1	31413325
Q9H7D7	Q9NRI5	intact	2	2	1	31413325
Q9H871	Q9NRI5	intact	2	2	1	31413325
Q9H9A5	Q9NRI5	intact	2	2	1	31413325
Q9HAQ2	Q9NRI5	intact	1	1	1	unassigned1304
Q9HAV4	Q9NRI5	intact	2	2	1	31413325
Q9HBM0	Q9NRI5	intact	2	2	1	31413325
Q9HCD5	Q9NRI5	intact	2	2	1	31413325
Q9NP74	Q9NRI5	intact	2	2	1	31413325
Q9NPF5	Q9NRI5	intact	2	2	1	31413325
Q9NPJ6	Q9NRI5	intact	2	2	1	31413325
Q9NQG7	Q9NRI5	intact	2	2	1	31413325
Q9NR09	Q9NRI5	intact	2	2	1	31413325
Q9NR80	Q9NRI5	intact	2	2	1	31413325
Q9NR82	Q9NRI5	"intact, Biogrid, Hprd"	1	1	2	"31413325, 12506198"
Q9NRH3	Q9NRI5	intact	2	2	1	31413325
Q9NRY4	Q9NRI5	intact	2	2	1	31413325
Q9NS86	Q9NRI5	intact	2	2	1	31413325
Q9NT68	Q9NRI5	intact	2	2	1	31413325
Q9NVR2	Q9NRI5	intact	2	2	1	31413325
Q9NWB6	Q9NRI5	intact	2	2	1	31413325
Q9NX04	Q9NRI5	intact	1	1	1	unassigned1304
Q9NX95	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q9NXR1	Q9NRI5	"intact, Biogrid"	1	1	3	"31413325, 24722188, 29961565"
Q9NYB9	Q9NRI5	intact	1	1	1	unassigned1304
Q9NYF0	Q9NRI5	intact	2	2	1	31413325
Q9NZJ4	Q9NRI5	intact	2	2	1	31413325
Q9NZN8	Q9NRI5	intact	2	2	1	31413325
Q9NZR2	Q9NRI5	intact	2	2	1	31413325
Q9P0J1	Q9NRI5	intact	2	2	1	31413325
Q9P0L0	Q9NRI5	intact	2	2	1	31413325
Q9P265	Q9NRI5	intact	2	2	1	31413325
Q9P2E9	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q9P2J3	Q9NRI5	intact	2	2	1	31413325
Q9P2J5	Q9NRI5	intact	2	2	1	31413325
Q9P2N7	Q9NRI5	intact	2	2	1	31413325
Q9UBB4	Q9NRI5	intact	2	2	1	31413325
Q9UBW7	Q9NRI5	intact	2	2	1	31413325
Q9UBW8	Q9NRI5	intact	2	2	1	31413325
Q9UER7	Q9NRI5	intact	2	2	1	31413325
Q9UFD9	Q9NRI5	intact	2	2	1	31413325
Q9UG01	Q9NRI5	intact	2	2	1	31413325
Q9UGL1	Q9NRI5	intact	2	2	1	31413325
Q9UGN5	Q9NRI5	intact	2	2	1	31413325
Q9UH65	Q9NRI5	intact	2	2	1	31413325
Q9UHI6	Q9NRI5	intact	2	2	1	31413325
Q9UHV7	Q9NRI5	intact	2	2	1	31413325
Q9UID3	Q9NRI5	intact	2	2	1	31413325
Q9UJ70	Q9NRI5	intact	2	2	1	31413325
Q9UKA4	Q9NRI5	intact	2	2	1	31413325
Q9UKN8	Q9NRI5	intact	2	2	1	31413325
Q9ULE4	Q9NRI5	intact	2	2	1	31413325
Q9ULH0	Q9NRI5	intact	2	2	1	31413325
Q9ULU8	Q9NRI5	intact	2	2	1	31413325
Q9UMN6	Q9NRI5	intact	2	2	1	31413325
Q9UMS4	Q9NRI5	intact	2	2	1	31413325
Q9UNH6	Q9NRI5	intact	2	2	1	31413325
Q9UNK9	Q9NRI5	intact	2	2	1	31413325
Q9UP83	Q9NRI5	intact	2	2	1	31413325
Q9UPR3	Q9NRI5	intact	2	2	1	31413325
Q9UPW6	Q9NRI5	intact	2	2	1	31413325
Q9UQ16	Q9NRI5	intact	2	2	1	31413325
Q9UQB3	Q9NRI5	intact	2	2	1	31413325
Q9UQB8	Q9NRI5	intact	2	2	1	31413325
Q9UQE7	Q9NRI5	"intact, Biogrid"	1	1	2	"31413325, 17043677"
Q9Y262	Q9NRI5	intact	2	2	1	31413325
Q9Y263	Q9NRI5	intact	2	2	1	31413325
Q9Y287	Q9NRI5	intact	2	2	1	31413325
Q9Y2B5	Q9NRI5	intact	2	2	1	31413325
Q9Y2H0	Q9NRI5	intact	2	2	1	31413325
Q9Y2I6	Q9NRI5	intact	2	2	1	31413325
Q9Y2J2	Q9NRI5	"intact, Biogrid"	2	2	2	"31413325, 29961565"
Q9Y2L1	Q9NRI5	intact	2	2	1	31413325
Q9Y2X7	Q9NRI5	intact	2	2	1	31413325
Q9Y448	Q9NRI5	intact	2	2	1	31413325
Q9Y483	Q9NRI5	intact	2	2	1	31413325
Q9Y490	Q9NRI5	intact	2	2	1	31413325
Q9Y4I1	Q9NRI5	intact	2	2	1	31413325
Q9Y575	Q9NRI5	"intact, Biogrid"	2	2	2	"28514442, 31413325"
Q9Y5A7	Q9NRI5	intact	2	2	1	31413325
Q9Y5B6	Q9NRI5	intact	2	2	1	31413325
Q9Y5K8	Q9NRI5	intact	2	2	1	31413325
Q9Y5Q9	Q9NRI5	intact	2	2	1	31413325
Q9Y5S2	Q9NRI5	intact	2	2	1	31413325
Q9Y5X3	Q9NRI5	intact	2	2	1	31413325
Q9Y5Y2	Q9NRI5	intact	2	2	1	31413325
Q9Y6D6	Q9NRI5	intact	2	2	1	31413325
Q9Y6M1	Q9NRI5	intact	2	2	1	31413325
Q9Y6X9	Q9NRI5	intact	2	2	1	31413325
P00533	A4FU49	intact	1	1	1	20029029
P00533	O00170	"intact, Biogrid"	1	1	1	20029029
P00533	O00214	Biogrid	2	2	1	23956138
P00533	O00410	Biogrid	2	2	2	"23956138, 25754235"
P00533	O00459	"mint, intact, Biogrid, Hprd"	1	1	7	"16273093, 24658140, 19531499, 23956138, 25402006, 1334406, 11172806"
P00533	O00471	Biogrid	2	2	1	23956138
P00533	O00743	Biogrid	2	2	1	23956138
P00533	O00750	"intact, Biogrid, Hprd"	1	1	4	"10805725, 24658140, 11533253, 25402006"
P00533	O14543	"intact, Biogrid, Hprd"	1	1	3	"24658140, 12070153, 25402006"
P00533	O14654	"mint, Biogrid"	1	1	2	"16273093, 24797263"
P00533	O14745	Hprd	2	2	1	16456542
P00533	O14773	Biogrid	2	2	1	23956138
P00533	O14787	Biogrid	2	2	2	"23956138, 25754235"
P00533	O14828	"Biogrid, Hprd"	2	2	3	"24797263, 9658162, 15144186"
P00533	O14939	"Biogrid, Hprd"	2	2	1	9837959
P00533	O14980	Biogrid	2	2	1	23956138
P00533	O15126	Hprd	2	2	1	9658162
P00533	O15269	Biogrid	2	2	3	"23956138, 24797263, 28065597"
P00533	O15357	"Biogrid, Hprd"	2	2	2	"11349134, 19713535"
P00533	O15397	Biogrid	2	2	1	23956138
P00533	O15524	"Biogrid, Hprd"	2	2	2	"12070153, 29991678"
P00533	O43147	"intact, Biogrid, Hprd"	1	1	1	16169070
P00533	O43156	Biogrid	2	2	1	23956138
P00533	O43175	Biogrid	2	2	1	23956138
P00533	O43264	Biogrid	2	2	1	23956138
P00533	O43592	"intact, Biogrid"	2	2	3	"15657067, 23956138, 24797263"
P00533	O43617	Biogrid	2	2	1	23956138
P00533	O43684	Biogrid	2	2	1	23956138
P00533	O43747	Biogrid	2	2	2	"23956138, 24797263"
P00533	O43790	Biogrid	2	2	1	23956138
P00533	O60443	Biogrid	2	2	1	23956138
P00533	O60487	Biogrid	2	2	1	28065597
P00533	O60716	"intact, Biogrid, Hprd"	1	1	9	"15657067, 24189400, 24658140, 9535896, 24797263, 25402006, 27316454, 25754235, 14996911"
P00533	O60884	"intact, Biogrid"	2	2	4	"15657067, 24189400, 23956138, 24797263"
P00533	O75095	"intact, Biogrid"	1	1	1	20029029
P00533	O75159	"Biogrid, Hprd"	2	2	2	"15590694, 15695332"
P00533	O75165	"mint, Biogrid"	2	2	2	"21510942, 28065597"
P00533	O75474	mint	1	1	1	24412244
P00533	O75592	Biogrid	2	2	1	25754235
P00533	O75688	"mint, Biogrid"	1	1	1	28065597
P00533	O75791	"intact, Biogrid"	1	1	2	"24658140, 25402006"
P00533	O75843	Biogrid	2	2	1	23956138
P00533	O75886	"Biogrid, Hprd"	1	1	4	"17403676, 15212941, 11687594, 10993906"
P00533	O94822	Biogrid	2	2	1	23956138
P00533	O94829	Biogrid	2	2	1	23956138
P00533	O94973	"intact, Biogrid"	1	1	4	"24189400, 23956138, 24797263, 8548289"
P00533	O95147	Biogrid	2	2	1	28065597
P00533	O95347	Biogrid	2	2	2	"23956138, 24797263"
P00533	O95373	Biogrid	2	2	2	"23956138, 25754235"
P00533	O95467	Biogrid	1	1	2	"24797263, 11185568"
P00533	O95470	"intact, Biogrid"	2	2	2	"24189400, 23956138"
P00533	O95704	"mint, Biogrid"	1	1	1	16273093
P00533	O95782	"intact, Biogrid"	1	1	6	"20029029, 24189400, 23956138, 24797263, 7534311, 25754235"
P00533	O95816	Biogrid	2	2	1	23956138
P00533	P00403	Biogrid	1	1	2	"24797263, 15282306"
P00533	P01116	Biogrid	2	2	3	"12783862, 30639242, 30194290"
P00533	P01133	"intact, mint, Dip, Biogrid, Hprd"	1	1	23	"2790960, 12297050, 12620237, 21439278, 25241761, 23597562, 21822280, 10970856, 18427122, 10085134, 11684674, 17697999, 8663535, 26280537, 12093292, 19531499, 18271526, 25080504, 25453753, 22729867, 10788520, 16274239, 15620700"
P00533	P01135	"intact, Dip, Biogrid, Hprd"	1	1	5	"12297049, 24658140, 8663070, 10775655, 25402006"
P00533	P01137	mint	1	1	1	24412244
P00533	P02545	"intact, Biogrid"	2	2	2	"24780295, 26320552"
P00533	P03372	"mint, Biogrid, Hprd"	2	2	3	"17284441, 28065597, 11887937"
P00533	P04083	"mint, intact, Biogrid, Hprd"	1	1	3	"15581623, 20029029, 24189400"
P00533	P04350	Biogrid	2	2	1	23956138
P00533	P04406	"intact, Biogrid, Hprd"	1	1	5	"16799092, 20029029, 24658140, 23956138, 25402006"
P00533	P04626	"intact, mint, Dip, Biogrid, Hprd"	1	1	33	"15657067, 10572067, 16516204, 16843263, 25241761, 24189400, 19650109, 23436906, 24557338, 21203579, 17148612, 19060928, 17486068, 16207817, 17307140, 11408594, 21044682, 20211985, 18803307, 28369073, 8665853, 9461599, 25315821, 7797556, 1346931, 11526509, 7531698, 30898150, 11500850, 12354693, 1706616, 11500516, 17426253"
P00533	P04843	Biogrid	2	2	2	"23956138, 24797263"
P00533	P05549	Biogrid	2	2	1	8662849
P00533	P05556	Biogrid	1	1	1	23595626
P00533	P05783	"Biogrid, Hprd"	2	2	2	"26320552, 12577067"
P00533	P06493	"intact, Biogrid"	1	1	5	"15657067, 24658140, 18271526, 23956138, 25402006"
P00533	P07237	Biogrid	2	2	1	23956138
P00533	P07437	"intact, Biogrid"	2	2	2	"15657067, 23956138"
P00533	P07814	Biogrid	2	2	1	23956138
P00533	P07900	"intact, Biogrid"	1	1	9	"20029029, 24189400, 24658140, 12006493, 16849543, 16024644, 12471035, 23956138, 25402006"
P00533	P07948	"intact, Biogrid, Hprd"	1	1	4	"16799092, 23764002, 24658140, 25402006"
P00533	P07949	"intact, Biogrid"	1	1	3	"24658140, 25402006, 28460442"
P00533	P07992	"intact, Biogrid"	2	2	1	24780295
P00533	P08069	Biogrid	2	2	2	"17047074, 17307140"
P00533	P08238	"intact, Biogrid"	1	1	7	"15657067, 20029029, 24189400, 24658140, 12471035, 23956138, 25402006"
P00533	P08581	"intact, Dip, Biogrid, Hprd"	1	1	5	"24189400, 26551075, 24362532, 21918175, 10722725"
P00533	P08631	"intact, Biogrid"	1	1	2	"24658140, 25402006"
P00533	P08754	Biogrid	1	1	2	"25187647, 19401591"
P00533	P09211	Biogrid	1	1	2	"26429914, 19254954"
P00533	P09382	Biogrid	2	2	2	"19225046, 23956138"
P00533	P09493	Biogrid	1	1	1	20029029
P00533	P09619	"Biogrid, Hprd"	2	2	2	"9506992, 7531698"
P00533	P09769	"intact, Biogrid"	1	1	2	"24658140, 25402006"
P00533	P0CG47	"intact, Dip, Hprd"	2	2	3	"15657067, 20308550, 12218189"
P00533	P0DMV8	"intact, Biogrid"	1	1	6	"15657067, 20029029, 25241761, 24658140, 25402006, 24189400"
P00533	P0DMV9	"intact, Biogrid"	1	1	6	"15657067, 20029029, 25241761, 24658140, 25402006, 24189400"
P00533	P0DP23	"intact, Biogrid, Hprd"	1	1	8	"16799092, 14960328, 20029029, 24658140, 25402006, 12359306, 11853560, 12153558"
P00533	P0DP24	"intact, Biogrid, Hprd"	1	1	8	"16799092, 14960328, 20029029, 24658140, 25402006, 12359306, 11853560, 12153558"
P00533	P0DP25	"intact, Biogrid, Hprd"	1	1	8	"16799092, 14960328, 20029029, 24658140, 25402006, 12359306, 11853560, 12153558"
P00533	P10275	"Biogrid, Hprd"	2	2	3	"15305378, 15288768, 12534934"
P00533	P10599	"intact, Biogrid"	1	1	3	"15657067, 20029029, 24658140"
P00533	P10644	"Biogrid, Hprd"	2	2	1	9050991
P00533	P11021	"intact, Biogrid"	2	2	5	"15657067, 24189400, 12471035, 23956138, 28065597"
P00533	P11142	"intact, Biogrid"	1	1	8	"15657067, 24189400, 24658140, 20029029, 12471035, 23956138, 25402006, 28065597"
P00533	P11171	Hprd	2	2	1	1647028
P00533	P11309	"intact, Biogrid"	1	1	2	"24658140, 25402006"
P00533	P12830	"intact, Biogrid"	1	1	6	"25241761, 24189400, 24658140, 10969083, 25402006, 25468996"
